URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg_Sentence_Length,Percentage_Complex_Words,Fog_Index,Avg_Words_Per_Sentence,Complex_Word_Count,Word_Count,Syllable_Count_Per_Word,Personal_Pronouns,Average_Word_Length
blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,33,-5,1.3571428086734711,0.03794037935238431,9.710526315789474,0.24007220216606498,3.980239407182216,9.710526315789474,133,554,2.027075812274368,1,6.65884476534296
blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,58,-31,3.296296174211253,0.025763358754042592,13.1,0.3649167733674776,5.385966709346992,13.1,285,781,2.3405889884763122,2,7.435339308578746
blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,37,-23,4.285713979591859,0.01754385962713802,14.0,0.4950980392156863,5.798039215686275,14.0,303,612,2.668300653594771,0,8.292483660130719
blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,36,-71,-3.057142944489798,-0.04435994924669208,15.470588235294118,0.46921797004991683,6.375922482137614,15.470588235294118,282,601,2.589018302828619,0,8.116472545757071
blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,21,-8,2.230769059171611,0.02795698918718927,11.625,0.31024930747922436,4.77409972299169,11.625,112,361,2.2077562326869806,0,7.409972299168975
blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,84,-24,1.7999999700000007,0.04447739062677732,15.686046511627907,0.391304347826087,6.4309403437815975,15.686046511627907,414,1058,2.4300567107750473,0,7.967863894139887
blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,31,-60,-3.1379311426872807,-0.03197353910477008,11.93421052631579,0.3439767779390421,4.911274921701933,11.93421052631579,237,689,2.2336719883889695,0,7.121915820029027
blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,27,-9,1.999999888888895,0.029032258017689907,12.916666666666666,0.5109649122807017,5.371052631578948,12.916666666666666,233,456,2.732456140350877,0,8.348684210526315
blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,35,-49,-6.000000428571459,-0.018064516105723204,13.362068965517242,0.4879725085910653,5.540016589643323,13.362068965517242,284,582,2.6735395189003435,0,8.262886597938145
blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,135,-173,-8.10526337119114,-0.01655773419757833,9.935064935064934,0.4469783352337514,4.152817308119475,9.935064935064934,784,1754,2.5,0,7.9064994298745725
blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,60,-19,1.9268292212968483,0.04108216428749282,15.121212121212121,0.4524714828897338,6.229473441640742,15.121212121212121,357,789,2.5614702154626108,0,7.945500633713562
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,76,-24,1.9230768860946754,0.04896421840963821,13.275,0.359720605355064,5.453888242142026,13.275,309,859,2.442374854481956,0,7.752037252619325
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,38,-13,2.039999918400003,0.07082152954441494,14.12,0.4460431654676259,5.82641726618705,14.12,124,278,2.539568345323741,0,8.151079136690647
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,0,0,0.0,0.0,9.0,0.16666666666666666,3.6666666666666665,9.0,1,6,1.8333333333333333,0,6.5
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,33,-27,9.999998333333611,0.007272727263911846,13.75,0.37183544303797467,5.64873417721519,13.75,235,632,2.2848101265822787,0,7.447784810126582
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,33,-27,9.999998333333611,0.007272727263911846,13.75,0.37183544303797467,5.64873417721519,13.75,235,632,2.2848101265822787,0,7.447784810126582
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,46,-10,1.5555555123456803,0.0465116278468842,12.285714285714286,0.3953488372093023,5.072425249169436,12.285714285714286,238,602,2.352159468438538,2,7.4335548172757475
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,33,-10,1.8695651361058636,0.03054448867125566,16.733333333333334,0.3931947069943289,6.850611216131066,16.733333333333334,208,529,2.3686200378071836,0,7.644612476370511
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,57,-6,1.235294093425606,0.04565801249269649,11.635416666666666,0.4371327849588719,4.829019780650215,11.635416666666666,372,851,2.3501762632197414,0,7.520564042303173
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,0,0,0.0,0.0,4.0,0.3333333333333333,1.7333333333333334,4.0,2,6,2.5,0,8.5
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,20,-44,-2.6666667777777824,-0.034383954105467116,13.96,0.41947565543071164,5.751790262172285,13.96,224,534,2.359550561797753,0,7.546816479400749
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,12,-9,6.999997666667444,0.012195121901645846,8.785714285714286,0.3825136612021858,3.667291178766589,8.785714285714286,70,183,2.278688524590164,1,7.2076502732240435
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,30,-14,2.7499998281250106,0.018867924506051976,13.46031746031746,0.2900763358778626,5.5001575184781295,13.46031746031746,190,655,2.1801526717557254,1,7.004580152671756
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,21,-3,1.3333332592592633,0.04639175245775322,19.4,0.34265734265734266,7.8970629370629375,19.4,98,286,2.2412587412587412,0,7.094405594405594
